-0.130214,0.020107,-0.543787,0.298305,-0.927387,0.81979,-0.457437,0.62566,0.243704,-0.278294,-0.652815,0.698818,0.24312,0.903529,-0.001685,0.098869,0.193217,-0.455268,-0.405692,-0.04629,0.719324,-0.489894,0.623267,-0.438787,0.306845,-0.077601,0.12315,0.882779,0.420827,-0.234219,-0.640393,-0.392889,0.13054,-1.407152,-0.175662,-1.661317,-0.394393,-0.528236,0.023571,1.076615,-0.328858,-0.130552,1.468009,-0.435709,-0.854996,0.109939,-0.60135,0.793055,0.467774,-1.24047,0.169385,-0.306125,-0.579962,0.972945,-0.005843,-0.850789,-0.299303,-0.936117,-0.393517,0.839622,-0.807361,0.511744,-0.098869,0.739982,1
-0.455059,-0.380592,-0.785486,0.328369,0.504501,0.617627,-1.157473,-0.23948,0.545975,-0.756969,0.293369,0.705838,0.055931,1.062304,0.240648,-0.050529,0.533741,-0.680798,-0.491285,-0.11605,0.032773,-1.256861,0.179533,-0.319253,-0.329877,-0.750208,-0.318209,0.835416,-0.305322,-0.764011,-0.010717,-0.45195,-0.194903,-1.183099,-0.530615,-1.150196,-0.033484,-0.343941,0.055591,0.306894,0.310237,-0.008651,1.395947,-0.539824,-0.194052,0.299613,-0.49468,1.170026,0.226053,-1.028162,-0.576974,0.522629,-1.289559,0.001911,-0.512126,0.154194,-0.538454,-1.382821,0.424236,0.027055,-0.294207,-0.303085,0.336158,0.50796,1
-0.406509,-0.452937,-0.781307,0.286187,0.536827,0.598025,-1.151442,-0.224236,0.546108,-0.83987,0.378209,0.657819,0.079489,1.120358,0.227164,-0.109706,0.549146,-0.644284,-0.458696,-0.149531,-0.048261,-1.271854,0.227221,-0.277914,-0.389019,-0.833332,-0.233785,0.8005,-0.391652,-0.772168,0.057866,-0.486785,-0.264699,-1.218071,-0.565543,-1.049382,0.053781,-0.349871,0.134885,0.274527,0.432684,0.046305,1.422139,-0.651718,-0.131228,0.239583,-0.510932,1.245688,0.271419,-1.095196,-0.572599,0.520604,-1.37426,-0.025539,-0.524651,0.217138,-0.518489,-1.496933,0.491713,0.01094,-0.295443,-0.329496,0.320906,0.58602,2
-0.519404,-0.100292,-0.877478,0.347838,0.332673,0.769852,-1.178526,-0.325407,0.358157,-0.619087,0.172154,0.611182,0.062631,0.928525,0.339155,0.149222,0.457432,-0.816085,-0.519494,-0.208672,0.219919,-1.461721,0.192909,-0.577174,-0.102878,-0.740866,-0.674987,0.919946,0.009769,-0.506544,-0.074888,-0.26957,0.018102,-1.049192,-0.591583,-1.13107,-0.298572,-0.162153,0.044697,0.503148,0.197303,-0.056632,1.150875,-0.41351,-0.481709,0.356348,-0.456722,0.961143,0.083924,-1.115995,-0.569739,0.576825,-1.231013,0.272311,-0.272841,0.123212,-0.520013,-1.345988,0.018633,0.308807,-0.349568,-0.44031,0.428229,0.468272,3
-0.405211,-0.353749,-0.636925,0.317415,0.375539,0.693696,-1.071024,-0.161635,0.438059,-0.800276,0.31624,0.653291,0.079751,0.935405,0.212694,-0.02101,0.604029,-0.801346,-0.454361,-0.076954,-0.014454,-1.376111,0.323766,-0.320487,-0.389508,-0.750265,-0.293873,0.724519,-0.247507,-0.788745,0.057009,-0.459859,-0.222561,-1.109963,-0.585259,-0.817767,-0.03474,-0.290265,0.04992,0.164881,0.316869,-0.09618,1.469143,-0.558683,-0.231119,0.403482,-0.569069,1.289028,0.267462,-1.031318,-0.533877,0.589856,-1.31812,0.0019,-0.62137,0.121508,-0.693959,-1.421277,0.211512,0.1287,-0.265701,-0.365072,0.143649,0.564796,3
-0.715035,-0.710676,0.287152,0.292474,0.75985,-0.688729,-0.269309,0.55669,0.33316,-0.478294,0.313472,0.868438,1.254003,0.754921,-0.474545,-0.099906,0.094207,-0.310743,-0.336086,-0.776818,-0.322022,-0.399686,-0.237733,0.543348,0.31691,-0.786899,-0.773504,1.042448,0.269074,0.252057,0.19614,-0.498237,-0.391947,-0.983738,-1.04837,-0.43205,-0.029761,0.887741,0.182379,0.728756,-0.784425,1.145205,-0.124459,-0.187067,-0.149115,-0.445692,-0.353709,-0.749648,0.32638,-0.584319,0.623394,-0.067753,0.163898,-0.289404,0.619416,-0.085752,0.142586,-0.205216,-0.034349,0.430545,0.304648,0.008676,0.15791,0.197727,4
-0.472758,-0.361903,0.761166,0.425319,0.070739,-0.056257,-0.808406,0.153342,0.424756,-0.926925,-0.158242,-0.118975,1.027409,0.793032,0.691872,1.319889,-0.831642,-0.421113,-0.441951,-0.479507,0.359119,-0.081249,0.407927,0.037179,0.481241,-0.781453,1.230096,0.784394,0.102338,0.566132,-0.464227,0.257357,-0.244811,-0.354368,-0.4435,1.052775,-0.336181,0.546605,0.979952,1.66298,-0.13465,0.360483,-0.346524,-0.949258,-1.28188,-0.221978,0.342643,0.056627,0.546168,-0.432383,-0.201525,-0.258692,-0.536858,-0.610402,-0.312638,-1.324967,0.846633,0.030816,0.225404,-0.31312,0.232996,-0.263612,-0.415046,0.806054,5
-0.723527,-0.356449,-0.266677,0.129747,-0.771896,-0.339513,-0.977721,0.498498,0.683209,0.39951,-0.402032,0.384776,0.677797,0.113663,-0.254245,-0.103847,-0.011072,-0.134718,-0.015731,0.245116,0.249354,-1.306097,-0.068618,0.453311,0.661924,-0.838716,-0.279408,0.315687,-0.059117,-0.203249,-0.571588,0.161839,-0.297721,-1.195509,0.803665,-0.457544,-0.48223,0.547944,0.970132,0.057872,0.907953,0.634635,-0.713408,-0.114771,0.912424,-0.061634,0.002519,1.034986,-0.8123,-0.95028,0.609849,1.238962,-0.342722,0.738272,0.119163,0.031504,-0.499246,-0.131256,-0.061085,-0.319127,0.295583,0.455771,-0.960201,-0.16665,5
-0.162591,-1.819852,1.017469,-0.3599,0.382017,0.051976,-1.535186,-0.20913,0.211043,-0.312696,0.400311,-0.205513,0.004067,1.226523,0.196149,0.377015,-0.093981,0.287264,0.54531,-1.136278,-0.25377,-1.186255,-0.143596,0.960834,-0.861724,0.156416,0.622076,0.338306,-0.185037,0.43571,-0.517276,-0.090625,1.091561,0.156119,1.276131,-0.551996,0.344626,0.570474,0.053201,-0.024577,1.202385,0.844434,0.536902,-1.103886,0.641829,-0.116318,0.249101,0.830913,0.698261,0.035515,-0.118263,-0.26765,0.314766,-0.624577,0.022026,0.064079,0.428936,-0.60035,0.953208,-1.142263,-0.86354,0.316876,-0.077384,0.672058,5
-0.740645,-0.695972,-0.318298,0.278292,-1.029149,-0.343503,-0.71892,0.558153,0.544377,0.286587,-0.134571,0.303949,0.430858,0.152621,0.084558,0.244087,0.213796,-0.022207,-0.069234,0.243638,0.282922,-1.214463,-0.190444,0.272613,0.151714,-0.784861,-0.437261,0.681005,0.126347,-0.195245,-0.720535,0.115842,-0.227592,-0.706369,0.619453,-0.209098,-0.608982,1.109563,0.719275,0.158168,0.731145,0.402757,-0.686334,-0.408115,0.858559,-0.066765,0.007897,0.756102,-0.585422,-0.840857,0.54353,1.21066,-0.26383,0.836863,-0.218592,0.527623,-0.437426,-0.252585,-0.248516,-0.195026,0.276073,0.368941,-0.883966,-0.222713,5
