100000060	3725
100000060	6688
100000061	3172
100000061	5978
100000061	6772
100000061	6934
100000061	1050
100000062	4609
100000062	2908
100000062	3172
100000062	6934
100000067	5090
100000070	4800
100000070	3662
100000070	6256
100000070	3725
100000070	3170
100000070	1869
100000070	53335
100000070	6938
100000070	2353
100000070	3169
100000070	9869
100000070	6872
100000070	595
100000070	6599
100000070	5978
100000070	10127
100000070	6667
100000074	6667
100000074	6872
100000074	595
100000074	79923
100000074	6938
100000074	2263
100000074	6598
100000074	5090
100000074	3169
100000074	2623
100000074	7528
100000074	7936
100000074	5728
100000074	2078
100000074	2355
100000081	6667
100000081	93986
100000081	6872
100000081	3172
100000081	7020
100000081	5978
100000081	5090
100000081	6773
100000081	7528
100000081	53335
100000081	23462
100000081	6772
100000081	2078
100000083	9968
100000083	9869
100000083	6599
100000083	10127
100000083	2113
100000087	1789
100000087	4017
100000087	1788
100000087	3479
100000087	5295
100000087	56034
100000087	196
100000087	5728
100000093	2353
100000093	1879
100000093	3727
100000093	1876
100000093	3172
100000093	6597
100000093	6667
100000093	1045
100000093	1874
100000093	6773
100000093	1051
100000093	2033
100000094	4088
100000105	6934
100000107	2908
100000107	3172
100000107	7020
100000107	26009
100000107	6597
100000107	4609
100000107	1051
100000107	2033
100000107	6772
100000107	23462
100000107	1050
100000108	6599
100000108	5885
100000108	10127
100000108	2353
100000108	1045
100000108	1874
100000108	5452
100000108	6667
100000108	79923
100000108	1997
100000109	6934
100000109	4149
100000109	1997
100000109	7182
100000109	6601
100000109	2113
100000109	10538
100000109	53335
100000109	4609
100000112	5460
100000112	3172
100000115	3172
100000115	6934
100000115	3727
100000115	6601
100000115	6773
100000238	1876
100000238	79923
100000238	1874
100000238	23462
100000238	3224
100000238	10664
100000238	3162
100000242	5978
100000242	3297
100000252	5885
100000252	2623
100000252	1876
100000252	9869
100000252	1045
100000254	1869
100000254	6872
100000254	6601
100000263	10009
100000263	55814
100000263	4609
100000263	2959
100000263	2113
100000263	6598
100000264	9968
100000264	5978
100000264	6598
100000265	2355
100000265	1045
100000265	9968
100000265	2078
100000265	7182
100000265	4149
100000265	6598
100000269	6934
100000269	6667
100000269	4801
100000269	6688
100000269	4800
100000269	3662
100000270	2353
100000270	5452
100000270	6667
100000279	6598
100000279	6934
100000279	8928
100000279	6772
100000279	6872
100000279	5978
100000279	10664
100000279	4149
100000279	6597
100000279	5885
100000279	2972
100000281	2627
100000281	5978
100000281	3172
100000289	5452
100000289	4287
100000289	4149
100000294	6934
100000295	5335
100000295	5885
100000296	53335
100000296	5452
100000296	4609
100000296	2101
100000296	93986
100000296	6599
100000296	2113
100000296	2908
100000296	10127
100000437	1045
100000443	79923
100000443	23512
100000445	6938
100000445	5885
100000445	3725
100000445	1045
100000445	1874
100000446	51341
100000446	5885
100000446	10127
100000446	94241
100000447	147912
100000447	6938
100000447	6599
100000447	10127
100000447	5885
100000447	5452
100000447	7528
100000447	7020
100000447	2113
100000447	2355
100000447	10009
100000447	79923
100000447	2078
100000447	4149
100000450	3169
100000450	2078
100000450	2972
100000450	367
100000453	101154644
100000455	2627
100000455	1045
100000455	3172
100000458	5885
100000458	10127
100000458	2623
