1,1,
2,2,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
2,3,
4,4,
4,4,
4,4,
7,5,
7,6,
7,6,
7,6,
7,6,
7,5,
7,6,
7,6,
7,6,
7,6,
8,5,
8,6,
8,6,
8,6,
8,6,
9,5,
9,6,
9,6,
9,6,
9,6,
10,5,
10,6,
10,5,
11,7,
14,5,
14,5,
14,5,
14,5,
14,5,
14,5,
14,5,
14,5,
14,5,
15,8,
16,8,
17,8,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,10,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,10,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,10,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
18,10,
18,9,
18,9,
18,9,
18,9,
18,9,
18,9,
19,10,
19,4,
19,11,
19,10,
19,11,
19,4,
19,11,
19,11,
19,4,
19,12,
19,12,
20,10,
20,11,
20,10,
20,11,
20,11,
20,12,
20,12,
20,10,
20,11,
20,10,
20,11,
20,11,
20,11,
20,12,
20,12,
20,10,
20,11,
20,10,
20,11,
20,11,
20,11,
20,12,
20,12,
21,5,
21,6,
21,13,
21,14,
21,5,
21,6,
21,13,
22,15,
22,15,
23,16,
23,16,
23,4,
23,17,
23,3,
23,18,
23,16,
23,16,
23,3,
23,18,
23,16,
23,16,
23,3,
23,18,
23,16,
23,16,
23,3,
23,18,
23,16,
23,16,
23,3,
23,18,
23,16,
23,16,
23,18,
23,16,
23,16,
23,18,
23,16,
23,16,
23,18,
23,16,
23,16,
23,3,
23,18,
24,19,
24,15,
25,5,
25,6,
25,14,
26,4,
26,4,
26,4,
26,20,
26,4,
26,4,
26,4,
26,20,
26,4,
26,4,
26,4,
26,20,
27,5,
27,21,
30,8,
31,8,
31,8,
32,8,
33,6,
33,6,
33,6,
33,6,
33,6,
33,6,
33,6,
33,6,
35,5,
35,22,
35,6,
35,5,
35,6,
35,22,
36,4,
36,4,
36,4,
36,4,
37,4,
37,4,
37,4,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
42,6,
43,6,
43,6,
43,6,
43,6,
43,6,
43,6,
43,6,
44,15,
45,5,
45,23,
45,6,
45,6,
45,6,
45,6,
45,6,
45,6,
45,6,
45,5,
45,6,
45,6,
45,6,
45,6,
45,6,
45,6,
45,6,
45,23,
49,4,
49,4,
51,6,
51,6,
51,6,
51,6,
51,24,
51,6,
51,6,
51,6,
51,6,
51,6,
51,24,
52,6,
52,6,
52,24,
52,6,
52,6,
52,6,
52,6,
52,6,
52,6,
52,6,
52,6,
52,24,
52,6,
52,6,
52,6,
52,6,
52,24,
52,6,
52,6,
52,6,
52,6,
52,6,
52,6,
52,6,
52,6,
52,24,
53,6,
53,6,
53,6,
53,6,
53,24,
53,6,
53,6,
53,6,
53,6,
53,24,
53,6,
54,25,
54,25,
54,25,
54,25,
55,25,
56,25,
58,6,
58,6,
58,6,
59,5,
60,5,
60,5,
61,5,
62,5,
62,26,
62,26,
62,26,
69,27,
69,27,
71,27,
72,5,
72,1,
73,5,
73,26,
73,26,
73,26,
74,5,
74,26,
74,26,
74,26,
75,28,
75,28,
75,28,
75,28,
75,28,
75,28,
75,28,
75,28,
75,28,
75,28,
75,29,
75,29,
75,28,
75,28,
75,29,
75,28,
75,28,
75,29,
75,28,
75,4,
75,28,
75,28,
75,4,
75,28,
75,28,
75,28,
75,28,
75,28,
76,5,
78,6,
78,6,
78,6,
78,6,
78,6,
78,6,
78,6,
79,6,
79,6,
79,6,
79,6,
79,6,
79,6,
79,6,
80,6,
80,6,
80,6,
80,6,
80,6,
80,6,
80,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
81,6,
82,5,
82,4,
83,6,
84,6,
85,6,
85,6,
85,6,
85,6,
85,6,
85,6,
85,6,
86,6,
86,6,
86,6,
86,6,
86,6,
86,6,
86,6,
87,30,
87,6,
88,5,
90,31,
90,6,
91,6,
91,6,
91,6,
91,6,
91,6,
